age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49,Private,104827,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,State-gov,252558,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,173108,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,65038,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,183778,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
59,Self-emp-not-inc,71334,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,50,United-States,<=50K
24,Private,29301,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
54,Private,171664,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32,United-States,<=50K
27,Private,389325,10th,6,Never-married,Other-service,Unmarried,White,Male,0,0,40,Mexico,<=50K
28,Private,75673,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,48925,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
52,Local-gov,121325,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,172854,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,40,Philippines,>50K
34,,308415,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,10,United-States,<=50K
34,Private,190290,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
31,Private,36141,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K
51,Federal-gov,207480,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
47,Private,190772,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,<=50K
49,State-gov,168241,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,<=50K
35,Private,125550,Masters,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,<=50K
33,Private,201317,9th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,40,Dominican-Republic,<=50K
27,Private,201072,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
52,Private,113851,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,34572,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,309350,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K
54,Private,41654,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K
22,Private,119452,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,18,United-States,<=50K
46,Private,47311,12th,8,Divorced,Exec-managerial,Not-in-family,White,Female,0,1594,40,United-States,<=50K
69,State-gov,140626,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
44,Private,238384,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,31,United-States,>50K
21,Federal-gov,201482,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0,0,32,?,<=50K
21,Private,104455,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,55,Canada,<=50K
47,Self-emp-not-inc,31263,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,113369,9th,5,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,109414,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
45,Local-gov,216056,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,<=50K
32,Private,183474,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,34,United-States,<=50K
47,Private,371584,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,>50K
19,Private,140750,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
34,Private,203463,11th,7,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
48,Private,200471,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
42,Private,395551,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,52,United-States,>50K
43,Private,296474,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
52,Private,187528,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
70,?,158542,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50K
29,Private,216081,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,30,United-States,<=50K
30,Private,40296,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
53,Private,234369,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,33,United-States,<=50K
33,Private,252105,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,253815,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
53,State-gov,389705,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
41,Private,132105,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,209199,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
29,Private,208577,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Local-gov,198514,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Private,262400,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
44,Private,104196,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
26,State-gov,224367,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
22,Private,231713,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,69331,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
47,Private,184680,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K
63,Private,87543,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
42,Self-emp-not-inc,106339,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K
45,Private,91614,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,30,United-States,<=50K
37,Private,201156,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
23,Self-emp-not-inc,215251,Some-college,10,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
33,Local-gov,90425,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
37,Private,454915,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
39,Private,114866,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
29,Private,173628,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
44,Private,151684,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,337306,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K
22,,340060,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,50,United-States,<=50K
43,Self-emp-inc,31267,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,>50K
21,Private,216101,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
40,Private,140651,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,65528,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
43,Self-emp-inc,197332,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
38,Private,149347,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,2458,60,United-States,>50K
61,Private,46104,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
21,Private,109814,10th,6,Never-married,Sales,Unmarried,Black,Female,0,0,10,United-States,<=50K
25,State-gov,104493,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,64,India,<=50K
33,Local-gov,33523,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,>50K
44,Local-gov,262245,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
26,Private,235770,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,230475,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
37,Private,177305,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
52,Self-emp-not-inc,228216,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,60,United-States,>50K
21,Private,30955,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
22,Private,280772,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,123983,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
46,Private,202560,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,496452,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,Mexico,<=50K
44,Self-emp-not-inc,162207,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,45404,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
29,Self-emp-not-inc,299344,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,50,Mexico,<=50K
37,Private,295982,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
20,,129005,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K
27,State-gov,201299,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
36,Private,85185,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,Germany,>50K
42,Private,287390,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-not-inc,172241,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,34008,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,245777,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,Private,228649,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,221438,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,44210,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,253226,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
37,Private,188069,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
46,Local-gov,382384,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
53,Self-emp-not-inc,342080,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,95,United-States,<=50K
44,Private,218535,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,?,371418,9th,5,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
22,Private,279432,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
69,Private,332435,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
54,Self-emp-not-inc,42186,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
53,Private,229355,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
23,Private,495254,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,258710,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
40,Private,114777,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K
29,Private,297710,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
35,Private,266548,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
54,Self-emp-not-inc,213199,10th,6,Widowed,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,,26569,Some-college,10,Divorced,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,48,United-States,<=50K
36,Federal-gov,133201,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,>50K
37,Private,206156,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,227669,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
27,Private,184375,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
50,Self-emp-not-inc,42402,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
48,Private,84784,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
36,?,226595,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,35,Mexico,<=50K
37,Self-emp-not-inc,234298,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
39,Private,366476,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
36,Private,189104,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
69,State-gov,78176,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,3683,40,England,<=50K
28,Private,231791,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
72,Self-emp-inc,96876,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,15,United-States,>50K
32,Private,172867,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
40,Self-emp-not-inc,175166,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,15,Ecuador,<=50K
40,Private,128060,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
39,Private,160123,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,Japan,>50K
37,State-gov,203323,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
27,Private,212841,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,<=50K
17,Private,189759,12th,8,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
44,Private,145964,Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
55,Local-gov,42257,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
39,Private,360496,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,Private,193993,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,30,United-States,<=50K
21,State-gov,310822,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,177675,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
41,State-gov,24565,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Local-gov,112849,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
46,Private,123075,Masters,14,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,>50K
43,Private,175235,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,45363,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,201192,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
60,Federal-gov,14414,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
53,Local-gov,147341,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,172571,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Self-emp-not-inc,102829,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,70,United-States,>50K
58,Private,321468,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
33,Private,339746,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
59,Private,140782,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,172202,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,2176,0,48,United-States,<=50K
24,Private,62509,Assoc-acdm,12,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,,<=50K
17,Private,256808,11th,7,Never-married,Sales,Own-child,Black,Female,0,1602,25,United-States,<=50K
77,Self-emp-not-inc,343402,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,1876,50,Canada,<=50K
64,Private,179596,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
47,Private,182753,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,266731,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,74182,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5013,0,28,India,<=50K
42,Self-emp-inc,360884,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Cuba,>50K
33,Private,232435,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
29,Private,247912,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
26,Private,198237,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Mexico,<=50K
51,Private,161363,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,200207,HS-grad,9,Separated,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
29,Self-emp-inc,149248,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K
49,?,280758,10th,6,Separated,?,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,167835,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K
39,Private,174242,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
25,Local-gov,380702,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,280985,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,40,United-States,<=50K
35,Private,443352,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
33,Private,166561,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,50,India,>50K
69,Private,105252,HS-grad,9,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,2392,40,South,<=50K
34,Federal-gov,123950,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,42,Thailand,>50K
47,Private,211768,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
45,Private,102526,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
44,Private,288823,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
25,Private,189927,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,54,United-States,<=50K
75,?,103557,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,15,?,<=50K
38,Private,310028,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,106014,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K
20,?,117778,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
41,Local-gov,207578,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,176540,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,107733,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
57,Private,238587,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
65,Private,214714,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2246,40,United-States,<=50K
36,Never-worked,261037,HS-grad,9,Divorced,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K
44,Private,226902,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
30,Private,200246,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K
32,Private,33124,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,?,130432,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,174575,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,97521,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
64,Private,190293,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Self-emp-not-inc,199251,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,304641,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
31,State-gov,113945,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Private,106114,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K
33,Federal-gov,61943,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Self-emp-inc,99651,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,?,>50K
37,Private,259805,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,48815,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
37,Local-gov,337405,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
71,,97014,11th,7,Widowed,,Not-in-family,White,Male,0,0,8,United-States,<=50K
23,Private,106189,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
38,Private,172927,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,75,Iran,>50K
37,Private,183477,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,>50K
43,Private,29503,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
24,Private,278479,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,112847,Prof-school,15,Divorced,Transport-moving,Unmarried,White,Male,27828,0,60,?,>50K
22,,237803,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,23,United-States,<=50K
32,Private,106541,Some-college,10,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
64,Private,182820,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,54874,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States,>50K
41,Private,237026,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,United-States,<=50K
23,Private,535453,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
60,Private,170060,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
19,Private,89645,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
24,Local-gov,30165,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
35,Self-emp-inc,78120,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K
40,Private,200471,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,Private,329525,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,0,3004,40,United-States,>50K
48,?,213640,5th-6th,3,Separated,?,Unmarried,White,Female,0,0,25,Mexico,<=50K
47,Private,376787,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,34108,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
25,Private,216481,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,231348,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
44,Local-gov,196545,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,3325,0,40,United-States,<=50K
29,Private,146554,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,State-gov,214721,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
