,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
806,9.0,c,a,52806.0,11.0,2006.0,1.0,9.0,2012.0,Jan
807,,a,a,40340.99,,,0.0,,2012.0,Jan
808,1010.0,a,a,50597.0,2.0,2004.0,0.0,13.0,2012.0,Mar
809,,a,a,27476.0,5.0,2012.0,0.0,,,Mar
810,946.0,d,c,45119.0,,1932.0,0.0,,,Jan
811,513.0,a,c,71054.0,4.0,2013.0,1.0,12.0,2014.0,Jan
812,990.0,a,a,,9.0,,0.0,12.0,,Jan
813,910.0,d,a,,2.0,2014.0,0.0,,,Jan
814,1010.0,c,c,1610.0,3.0,2012.0,0.0,,,Jan
815,1021.0,c,a,27541.0,8.0,1946.0,1.0,,2014.0,Mar
816,971.0,d,c,,9.0,,0.0,,,Feb
817,915.0,c,a,14220.0,1.0,,0.0,23.0,2010.0,Mar
818,989.0,a,c,14651.0,,2005.0,0.0,,2012.0,Feb
819,930.0,d,a,18653.0,8.0,2008.0,0.0,,,Jan
820,667.0,a,a,,2.0,1942.0,1.0,12.0,2014.0,Jan
821,557.0,d,c,18653.0,1.0,,1.0,,,Jan
822,518.0,a,a,25448.0,9.0,1910.0,0.0,,,Feb
823,1061.0,a,a,63113.0,,1982.0,,,2012.0,Jan
824,1089.0,d,c,,11.0,2004.0,0.0,,2012.0,Jan
825,40.0,a,c,40332.28,4.0,,0.0,12.0,2011.0,Jan
826,569.0,c,c,59697.0,,1907.0,0.0,13.0,,Jan
827,552.0,c,a,9483.0,,2010.0,0.0,,,Mar
828,569.0,a,c,710.0,8.0,1938.0,1.0,,2009.0,Jan
829,993.0,a,a,,1.0,1947.0,0.0,22.0,2012.0,Jan
830,9.0,a,a,45192.57,11.0,2005.0,0.0,,2014.0,Feb
831,605.0,d,c,,,1990.0,0.0,,2011.0,Mar
832,5.0,a,a,,11.0,1932.0,0.0,13.0,,Jan
833,860.0,c,a,,10.0,,0.0,,,Jan
834,110.0,a,c,50597.0,10.0,2006.0,0.0,37.0,2012.0,Jan
835,569.0,d,c,4894.0,1.0,1954.0,0.0,,,Mar
836,1095.0,a,a,,,,0.0,37.0,,Jan
837,870.0,c,a,,10.0,,0.0,12.0,2011.0,Jan
838,860.0,d,a,,1.0,1982.0,1.0,25.0,,Jan
839,1.0,a,,,5.0,2008.0,1.0,,,Feb
840,1085.0,d,a,53585.0,,2013.0,0.0,,2011.0,Feb
841,553.0,c,a,13320.87,1.0,,,,2012.0,Feb
842,10.0,c,a,20776.0,9.0,2000.0,1.0,10.0,2013.0,Feb
843,926.0,a,a,14662.0,11.0,2005.0,1.0,40.0,,Jan
844,914.0,c,a,45514.0,4.0,1990.0,0.0,,2011.0,Mar
845,976.0,a,b,,6.0,1942.0,0.0,31.0,,Jan
846,1035.0,a,a,,10.0,,1.0,36.0,2011.0,Jan
847,1090.0,c,a,,,2011.0,0.0,14.0,2011.0,Mar
848,1010.0,c,a,40225.0,8.0,,1.0,,2014.0,Jan
849,710.0,a,c,64929.0,4.0,2010.0,1.0,12.0,2013.0,Jan
850,710.0,a,c,54180.0,1.0,,1.0,12.0,2009.0,Feb
851,1090.0,a,a,,6.0,2006.0,0.0,,,Feb
852,552.0,d,c,70920.0,11.0,1965.0,0.0,45.0,,Jan
853,1060.0,c,a,5684.0,9.0,2005.0,0.0,,,Jan
854,446.0,a,a,60762.0,9.0,2001.0,0.0,31.0,2011.0,Jan
855,771.0,d,a,1340.0,1.0,2005.0,1.0,,,Mar
856,690.0,a,a,5682.0,11.0,1947.0,1.0,14.0,,Jan
857,605.0,d,c,40403.0,1.0,,0.0,22.0,,Feb
858,1085.0,a,a,20778.0,2.0,2013.0,0.0,1.0,2009.0,Jan
859,905.0,c,a,14429.0,2.0,2011.0,0.0,12.0,2011.0,Jan
860,743.0,a,a,14113.0,11.0,1971.0,0.0,23.0,2013.0,Jan
861,551.0,d,c,64285.0,8.0,2001.0,0.0,31.0,,Mar
862,963.0,a,c,62478.0,,,0.0,12.0,2013.0,Jan
863,1065.0,c,c,,9.0,2010.0,0.0,,,Jan
864,710.0,c,c,40940.0,10.0,1965.0,0.0,,2012.0,Mar
865,685.0,c,c,12.0,9.0,2013.0,0.0,12.0,,Jan
866,1087.0,a,c,40297.0,11.0,2001.0,1.0,,2011.0,Jan
867,1060.0,c,a,47916.0,9.0,,0.0,,,Feb
868,990.0,d,c,14.0,11.0,2006.0,0.0,14.0,2010.0,Jan
869,769.0,a,c,37262.0,10.0,1930.0,0.0,,2013.0,Jan
870,1090.0,c,a,,10.0,1910.0,,,2012.0,Jan
871,434.0,a,a,14776.0,4.0,2005.0,0.0,40.0,,Jan
872,710.0,c,a,,,,1.0,,,Jan
873,556.0,d,a,12893.0,5.0,2006.0,0.0,39.0,2009.0,Mar
874,905.0,d,c,47420.0,3.0,2006.0,,,,Jan
875,958.0,a,a,,4.0,1924.0,0.0,9.0,2011.0,Feb
876,976.0,a,a,,,,1.0,8.0,2012.0,Jan
877,860.0,a,c,,9.0,1980.0,1.0,,2010.0,Mar
878,560.0,a,a,11.0,,1954.0,0.0,16.0,2013.0,Jan
879,810.0,d,a,40403.0,9.0,2005.0,0.0,14.0,2014.0,Jan
880,690.0,a,a,40405.0,,,0.0,,,Feb
881,,d,c,,,2003.0,0.0,,,Jan
882,915.0,d,a,71054.0,,2014.0,1.0,,,Mar
883,1110.0,a,c,,3.0,1941.0,0.0,,2010.0,Mar
884,880.0,a,a,945.0,11.0,,0.0,,,Feb
885,569.0,a,c,,4.0,2012.0,0.0,,2011.0,Jan
886,894.0,a,a,3.0,3.0,2006.0,1.0,14.0,2011.0,Jan
887,710.0,d,c,40403.0,11.0,2003.0,0.0,,,Mar
888,154.0,a,a,40340.21,11.0,2010.0,0.0,10.0,2011.0,Jan
889,111.0,d,a,40202.0,8.0,1941.0,0.0,45.0,2013.0,Mar
890,1085.0,d,c,,3.0,1999.0,0.0,14.0,2011.0,Mar
891,1034.0,a,a,51572.0,1.0,2011.0,1.0,,,Mar
892,895.0,,a,,11.0,2011.0,0.0,,,Jan
893,910.0,d,a,,,2006.0,0.0,,2011.0,Feb
894,705.0,d,a,,10.0,2005.0,0.0,12.0,2009.0,Jan
895,810.0,a,c,,11.0,2008.0,0.0,,2010.0,Feb
896,1060.0,c,a,,2.0,2013.0,0.0,,2009.0,Mar
897,1030.0,a,a,,4.0,2004.0,0.0,,,Mar
898,690.0,d,a,,6.0,1908.0,1.0,7.0,,Feb
899,776.0,a,a,54759.0,4.0,,0.0,,,Feb
900,852.0,a,a,,,1969.0,0.0,,,Jan
901,9.0,d,a,63113.0,,,0.0,,,Feb
902,1061.0,d,a,20594.0,1.0,1947.0,0.0,,2014.0,Mar
903,769.0,a,a,53730.0,4.0,2011.0,0.0,26.0,2013.0,Jan
904,1040.0,c,c,,8.0,,0.0,,,Jan
905,870.0,c,a,40940.0,1.0,,0.0,,,Jan
906,812.0,c,a,58731.0,3.0,2009.0,0.0,49.0,2013.0,Mar
907,914.0,a,a,75757.0,11.0,2007.0,1.0,,2014.0,Jan
908,973.0,c,a,44612.0,1.0,,1.0,,2013.0,Jan
909,1000.0,d,c,73081.0,6.0,,0.0,,2013.0,Jan
910,760.0,a,a,46713.0,,2012.0,0.0,41.0,,Jan
911,994.0,a,a,,4.0,1932.0,0.0,,,Jan
912,1090.0,a,c,,5.0,,0.0,,2013.0,Jan
913,918.0,c,a,,5.0,2011.0,1.0,,2013.0,Mar
914,605.0,a,a,936.0,3.0,2014.0,0.0,,2010.0,Jan
915,910.0,d,a,14776.0,3.0,,0.0,,2010.0,Jan
916,663.0,c,a,6470.0,9.0,,0.0,13.0,2011.0,Jan
917,526.0,d,a,,8.0,1922.0,0.0,14.0,2014.0,Feb
918,735.0,c,c,,7.0,1945.0,1.0,,2009.0,Feb
919,918.0,a,a,71054.0,1.0,,,,,Mar
920,710.0,a,a,57781.0,4.0,2008.0,0.0,,,Jan
921,860.0,d,a,,9.0,2013.0,0.0,31.0,2013.0,Jan
922,910.0,d,a,10561.0,8.0,1980.0,0.0,,2014.0,Feb
923,995.0,a,a,1204.0,9.0,2012.0,1.0,,,Feb
924,710.0,a,c,40340.99,1.0,,0.0,13.0,2014.0,Jan
925,710.0,a,c,14651.0,3.0,2008.0,1.0,,2011.0,Feb
926,513.0,a,a,70920.0,1.0,2008.0,1.0,,,Jan
927,769.0,c,a,,8.0,1965.0,1.0,,,Jan
928,863.0,a,a,40405.0,11.0,1910.0,0.0,14.0,2013.0,Jan
929,910.0,a,a,,1.0,2013.0,0.0,14.0,2013.0,Jan
930,860.0,a,c,73598.0,,1995.0,1.0,,,Jan
931,685.0,d,a,,11.0,,0.0,,,Feb
932,590.0,a,a,,,2008.0,0.0,,,Mar
933,775.0,c,a,9585.0,1.0,,0.0,18.0,,Jan
934,690.0,a,c,,1.0,1932.0,0.0,,,Jan
935,934.0,d,c,64235.0,10.0,2014.0,0.0,25.0,2013.0,Jan
936,659.0,a,a,65009.0,2.0,2012.0,1.0,,2012.0,Jan
937,797.0,d,a,1466.0,,2001.0,0.0,1.0,,Jan
938,850.0,a,c,,10.0,1959.0,0.0,,2010.0,Feb
939,154.0,a,a,70710.0,,,0.0,,,Jan
940,669.0,c,a,586.0,7.0,1990.0,0.0,,2009.0,Jan
941,954.0,a,a,,11.0,,0.0,,2013.0,Mar
942,9.0,a,a,695.0,11.0,1998.0,1.0,,,Jan
943,914.0,a,c,40682.0,5.0,2001.0,1.0,,,Feb
944,769.0,a,a,1207.0,11.0,,,,2013.0,Jan
945,10.0,d,a,50597.0,4.0,2005.0,1.0,,2013.0,Jan
946,10.0,b,c,5511.0,4.0,2014.0,1.0,,2014.0,Feb
947,584.0,c,a,,9.0,,0.0,37.0,,Mar
948,591.0,d,a,43333.72,10.0,2013.0,0.0,,2015.0,Feb
949,8.0,c,a,40405.0,8.0,,0.0,,2013.0,Mar
950,910.0,c,a,57421.0,10.0,2004.0,1.0,40.0,2009.0,Feb
951,1090.0,a,a,40403.0,4.0,,0.0,,,Mar
952,812.0,c,c,,,1935.0,1.0,,,Mar
953,,c,a,,5.0,,0.0,27.0,2012.0,Jan
954,469.0,c,a,61300.0,7.0,1980.0,0.0,,2010.0,Jan
955,910.0,d,a,,4.0,,0.0,,,Mar
956,1089.0,a,c,14651.0,,2008.0,1.0,,2013.0,Jan
957,469.0,c,a,51510.0,10.0,,0.0,9.0,2014.0,Jan
958,929.0,a,a,27185.0,1.0,2012.0,1.0,,2013.0,Jan
959,870.0,a,a,53580.0,10.0,2008.0,0.0,,2011.0,Feb
960,595.0,a,c,71054.0,11.0,,0.0,,2011.0,Jan
961,663.0,c,a,40403.0,9.0,2013.0,1.0,31.0,2011.0,Jan
962,963.0,c,a,,4.0,,0.0,,2011.0,Feb
963,664.0,a,a,13320.0,,,0.0,,2011.0,Feb
964,983.0,d,a,40315.93,11.0,,0.0,40.0,2011.0,Jan
965,769.0,a,a,,1.0,,0.0,16.0,,Jan
966,1113.0,d,c,,1.0,,0.0,,,Jan
967,810.0,a,a,34052.0,10.0,2011.0,0.0,6.0,2009.0,Mar
968,860.0,d,a,4037.0,1.0,,0.0,12.0,2012.0,Jan
969,1078.0,a,a,14751.0,8.0,1965.0,1.0,,,Jan
970,930.0,a,,40405.0,7.0,1997.0,0.0,13.0,2014.0,Jan
971,910.0,a,a,57088.0,,,0.0,,,Jan
972,958.0,a,a,,5.0,2009.0,1.0,,,Jan
973,982.0,d,a,,9.0,1935.0,0.0,,2009.0,Jan
974,910.0,d,a,,5.0,2010.0,1.0,,2010.0,Jan
975,305.0,d,c,,,2014.0,1.0,13.0,,Feb
976,386.0,a,a,6512.0,10.0,2011.0,0.0,14.0,2012.0,Jan
977,995.0,a,a,40225.0,6.0,2009.0,0.0,,,Jan
978,914.0,d,c,71054.0,4.0,2012.0,0.0,14.0,2011.0,Feb
979,590.0,a,a,40340.0,2.0,2005.0,0.0,,2012.0,Feb
980,1022.0,d,a,,1.0,,0.0,,,Mar
981,715.0,d,a,,11.0,2012.0,1.0,,2012.0,Jan
982,593.0,d,a,,,,0.0,,2012.0,Jan
983,556.0,d,c,16.0,6.0,1995.0,0.0,,,Jan
984,590.0,a,a,,,2011.0,0.0,,2013.0,Jan
985,805.0,,a,,5.0,2007.0,0.0,,,Jan
986,430.0,a,a,,9.0,2009.0,0.0,,,Mar
987,77.0,d,c,65153.0,8.0,1942.0,0.0,1.0,2009.0,Jan
988,,c,a,52046.0,8.0,,1.0,24.0,,Jan
989,1089.0,a,c,,,,0.0,,,Jan
990,1030.0,c,a,1211.0,1.0,2007.0,0.0,45.0,2009.0,Jan
991,830.0,d,a,,6.0,,1.0,31.0,2011.0,Jan
992,690.0,c,a,51895.0,8.0,2001.0,,4.0,,Jan
993,996.0,a,c,,10.0,1912.0,1.0,,2012.0,Jan
994,663.0,d,a,40340.95,6.0,2008.0,1.0,,2012.0,Jan
995,316.0,c,c,,1.0,1986.0,0.0,,,Feb
996,661.0,c,c,,10.0,2007.0,1.0,12.0,,Mar
997,918.0,a,a,51310.0,1.0,2008.0,0.0,,,Jan
998,1089.0,d,a,40340.0,9.0,2011.0,0.0,14.0,2013.0,Jan
999,908.0,a,c,14776.0,1.0,2000.0,1.0,,2014.0,Mar
