Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Id
663,4,2015-09-17,,,1.0,1,0,0,513.0
665,4,2015-09-17,,,1.0,1,0,0,514.0
666,4,2015-09-17,,,1.0,1,0,0,515.0
667,4,2015-09-17,,,1.0,1,0,0,516.0
670,4,2015-09-17,,,1.0,1,0,0,518.0
671,4,2015-09-17,,,1.0,1,0,0,519.0
673,4,2015-09-17,,,1.0,1,0,0,520.0
675,4,2015-09-17,,,1.0,1,0,0,522.0
677,4,2015-09-17,,,1.0,1,0,0,524.0
678,4,2015-09-17,,,1.0,1,0,0,525.0
680,4,2015-09-17,,,1.0,1,0,0,526.0
681,4,2015-09-17,,,1.0,1,0,0,527.0
684,4,2015-09-17,,,1.0,1,0,0,528.0
687,4,2015-09-17,,,1.0,1,0,0,530.0
689,4,2015-09-17,,,1.0,1,0,0,531.0
690,4,2015-09-17,,,1.0,1,0,0,532.0
691,4,2015-09-17,,,1.0,1,0,0,533.0
692,4,2015-09-17,,,1.0,1,0,0,534.0
693,4,2015-09-17,,,1.0,1,0,0,535.0
694,4,2015-09-17,,,1.0,1,0,0,536.0
696,4,2015-09-17,,,1.0,1,0,0,538.0
699,4,2015-09-17,,,1.0,1,0,0,540.0
700,4,2015-09-17,,,1.0,1,0,0,541.0
701,4,2015-09-17,,,1.0,1,0,0,542.0
703,4,2015-09-17,,,0.0,1,0,0,544.0
705,4,2015-09-17,,,1.0,1,0,0,545.0
707,4,2015-09-17,,,1.0,1,0,0,547.0
711,4,2015-09-17,,,1.0,1,0,0,549.0
712,4,2015-09-17,,,1.0,1,0,0,550.0
713,4,2015-09-17,,,1.0,1,0,0,551.0
714,4,2015-09-17,,,1.0,1,0,0,552.0
716,4,2015-09-17,,,1.0,1,0,0,553.0
718,4,2015-09-17,,,1.0,1,0,0,555.0
719,4,2015-09-17,,,1.0,1,0,0,556.0
721,4,2015-09-17,,,1.0,1,0,0,558.0
722,4,2015-09-17,,,1.0,1,0,0,559.0
723,4,2015-09-17,,,1.0,1,0,0,560.0
724,4,2015-09-17,,,1.0,1,0,0,561.0
725,4,2015-09-17,,,1.0,1,0,0,562.0
729,4,2015-09-17,,,1.0,1,0,0,565.0
731,4,2015-09-17,,,1.0,1,0,0,566.0
732,4,2015-09-17,,,1.0,1,0,0,567.0
733,4,2015-09-17,,,1.0,1,0,0,568.0
734,4,2015-09-17,,,1.0,1,0,0,569.0
737,4,2015-09-17,,,1.0,1,0,0,571.0
738,4,2015-09-17,,,1.0,1,0,0,572.0
739,4,2015-09-17,,,1.0,1,0,0,573.0
741,4,2015-09-17,,,1.0,1,0,0,575.0
742,4,2015-09-17,,,1.0,1,0,0,576.0
744,4,2015-09-17,,,1.0,1,0,0,577.0
746,4,2015-09-17,,,1.0,1,0,0,578.0
748,4,2015-09-17,,,1.0,1,0,0,579.0
749,4,2015-09-17,,,1.0,1,0,0,580.0
751,4,2015-09-17,,,1.0,1,0,0,582.0
752,4,2015-09-17,,,1.0,1,0,0,583.0
753,4,2015-09-17,,,1.0,1,0,0,584.0
758,4,2015-09-17,,,1.0,1,0,0,587.0
759,4,2015-09-17,,,1.0,1,0,0,588.0
762,4,2015-09-17,,,1.0,1,0,0,589.0
763,4,2015-09-17,,,1.0,1,0,0,590.0
765,4,2015-09-17,,,1.0,1,0,0,592.0
766,4,2015-09-17,,,1.0,1,0,0,593.0
767,4,2015-09-17,,,1.0,1,0,0,594.0
768,4,2015-09-17,,,1.0,1,0,0,595.0
769,4,2015-09-17,,,1.0,1,0,0,596.0
770,4,2015-09-17,,,1.0,1,0,0,597.0
773,4,2015-09-17,,,1.0,1,0,0,600.0
774,4,2015-09-17,,,1.0,1,0,0,601.0
776,4,2015-09-17,,,1.0,1,0,0,603.0
777,4,2015-09-17,,,1.0,1,0,0,604.0
782,4,2015-09-17,,,1.0,1,0,0,606.0
784,4,2015-09-17,,,1.0,1,0,0,607.0
785,4,2015-09-17,,,1.0,1,0,0,608.0
789,4,2015-09-17,,,1.0,1,0,0,609.0
790,4,2015-09-17,,,1.0,1,0,0,610.0
791,4,2015-09-17,,,1.0,1,0,0,611.0
793,4,2015-09-17,,,1.0,1,0,0,613.0
795,4,2015-09-17,,,1.0,1,0,0,614.0
796,4,2015-09-17,,,1.0,1,0,0,615.0
797,4,2015-09-17,,,1.0,1,0,0,616.0
799,4,2015-09-17,,,1.0,1,0,0,617.0
800,4,2015-09-17,,,1.0,1,0,0,618.0
801,4,2015-09-17,,,1.0,1,0,0,619.0
802,4,2015-09-17,,,1.0,1,0,0,620.0
804,4,2015-09-17,,,1.0,1,0,0,622.0
805,4,2015-09-17,,,1.0,1,0,0,623.0
806,4,2015-09-17,,,1.0,1,0,0,624.0
809,4,2015-09-17,,,1.0,1,0,0,626.0
810,4,2015-09-17,,,1.0,1,0,0,627.0
811,4,2015-09-17,,,1.0,1,0,0,628.0
815,4,2015-09-17,,,1.0,1,0,0,630.0
816,4,2015-09-17,,,1.0,1,0,0,631.0
818,4,2015-09-17,,,1.0,1,0,0,632.0
819,4,2015-09-17,,,1.0,1,0,0,633.0
820,4,2015-09-17,,,1.0,1,0,0,634.0
822,4,2015-09-17,,,1.0,1,0,0,635.0
823,4,2015-09-17,,,1.0,1,0,0,636.0
824,4,2015-09-17,,,1.0,1,0,0,637.0
825,4,2015-09-17,,,1.0,1,0,0,638.0
826,4,2015-09-17,,,1.0,1,0,0,639.0
829,4,2015-09-17,,,1.0,1,0,0,640.0
831,4,2015-09-17,,,1.0,1,0,0,641.0
832,4,2015-09-17,,,1.0,1,0,0,642.0
833,4,2015-09-17,,,1.0,1,0,0,643.0
835,4,2015-09-17,,,1.0,1,0,0,644.0
837,4,2015-09-17,,,1.0,1,0,0,645.0
842,4,2015-09-17,,,1.0,1,0,0,647.0
845,4,2015-09-17,,,1.0,1,0,0,649.0
847,4,2015-09-17,,,1.0,1,0,0,651.0
848,4,2015-09-17,,,1.0,1,0,0,652.0
849,4,2015-09-17,,,1.0,1,0,0,653.0
852,4,2015-09-17,,,1.0,1,0,0,656.0
853,4,2015-09-17,,,1.0,1,0,0,657.0
855,4,2015-09-17,,,1.0,1,0,0,658.0
856,4,2015-09-17,,,1.0,1,0,0,659.0
857,4,2015-09-17,,,1.0,1,0,0,660.0
858,4,2015-09-17,,,1.0,1,0,0,661.0
859,4,2015-09-17,,,1.0,1,0,0,662.0
860,4,2015-09-17,,,1.0,1,0,0,663.0
861,4,2015-09-17,,,1.0,1,0,0,664.0
862,4,2015-09-17,,,1.0,1,0,0,665.0
863,4,2015-09-17,,,1.0,1,0,0,666.0
864,4,2015-09-17,,,1.0,1,0,0,667.0
866,4,2015-09-17,,,1.0,1,0,0,669.0
867,4,2015-09-17,,,1.0,1,0,0,670.0
868,4,2015-09-17,,,1.0,1,0,0,671.0
871,4,2015-09-17,,,1.0,1,0,0,672.0
872,4,2015-09-17,,,1.0,1,0,0,673.0
874,4,2015-09-17,,,1.0,1,0,0,674.0
875,4,2015-09-17,,,1.0,1,0,0,675.0
877,4,2015-09-17,,,1.0,1,0,0,676.0
879,4,2015-09-17,,,0.0,1,0,0,677.0
880,4,2015-09-17,,,1.0,1,0,0,678.0
882,4,2015-09-17,,,1.0,1,0,0,680.0
884,4,2015-09-17,,,1.0,1,0,0,682.0
885,4,2015-09-17,,,1.0,1,0,0,683.0
886,4,2015-09-17,,,1.0,1,0,0,684.0
888,4,2015-09-17,,,1.0,1,0,0,686.0
891,4,2015-09-17,,,1.0,1,0,0,688.0
893,4,2015-09-17,,,1.0,1,0,0,689.0
894,4,2015-09-17,,,1.0,1,0,0,690.0
895,4,2015-09-17,,,1.0,1,0,0,691.0
896,4,2015-09-17,,,1.0,1,0,0,692.0
897,4,2015-09-17,,,1.0,1,0,0,693.0
900,4,2015-09-17,,,1.0,1,0,0,694.0
901,4,2015-09-17,,,1.0,1,0,0,695.0
902,4,2015-09-17,,,1.0,1,0,0,696.0
903,4,2015-09-17,,,1.0,1,0,0,697.0
904,4,2015-09-17,,,1.0,1,0,0,698.0
905,4,2015-09-17,,,1.0,1,0,0,699.0
906,4,2015-09-17,,,1.0,1,0,0,700.0
907,4,2015-09-17,,,1.0,1,0,0,701.0
908,4,2015-09-17,,,1.0,1,0,0,702.0
912,4,2015-09-17,,,1.0,1,0,0,705.0
913,4,2015-09-17,,,1.0,1,0,0,706.0
914,4,2015-09-17,,,1.0,1,0,0,707.0
915,4,2015-09-17,,,1.0,1,0,0,708.0
916,4,2015-09-17,,,1.0,1,0,0,709.0
917,4,2015-09-17,,,1.0,1,0,0,710.0
919,4,2015-09-17,,,1.0,1,0,0,711.0
920,4,2015-09-17,,,1.0,1,0,0,712.0
922,4,2015-09-17,,,1.0,1,0,0,713.0
924,4,2015-09-17,,,1.0,1,0,0,714.0
925,4,2015-09-17,,,1.0,1,0,0,715.0
927,4,2015-09-17,,,1.0,1,0,0,717.0
928,4,2015-09-17,,,1.0,1,0,0,718.0
930,4,2015-09-17,,,1.0,1,0,0,720.0
931,4,2015-09-17,,,1.0,1,0,0,721.0
934,4,2015-09-17,,,1.0,1,0,0,723.0
935,4,2015-09-17,,,1.0,1,0,0,724.0
936,4,2015-09-17,,,1.0,1,0,0,725.0
937,4,2015-09-17,,,1.0,1,0,0,726.0
938,4,2015-09-17,,,1.0,1,0,0,727.0
939,4,2015-09-17,,,1.0,1,0,0,728.0
941,4,2015-09-17,,,1.0,1,0,0,729.0
942,4,2015-09-17,,,1.0,1,0,0,730.0
944,4,2015-09-17,,,1.0,1,0,0,732.0
945,4,2015-09-17,,,1.0,1,0,0,733.0
946,4,2015-09-17,,,1.0,1,0,0,734.0
948,4,2015-09-17,,,1.0,1,0,0,736.0
950,4,2015-09-17,,,1.0,1,0,0,737.0
951,4,2015-09-17,,,1.0,1,0,0,738.0
952,4,2015-09-17,,,1.0,1,0,0,739.0
960,4,2015-09-17,,,1.0,1,0,0,743.0
961,4,2015-09-17,,,1.0,1,0,0,744.0
962,4,2015-09-17,,,1.0,1,0,0,745.0
966,4,2015-09-17,,,1.0,1,0,0,748.0
967,4,2015-09-17,,,1.0,1,0,0,749.0
969,4,2015-09-17,,,1.0,1,0,0,750.0
970,4,2015-09-17,,,1.0,1,0,0,751.0
975,4,2015-09-17,,,1.0,1,0,0,754.0
976,4,2015-09-17,,,1.0,1,0,0,755.0
980,4,2015-09-17,,,1.0,1,0,0,757.0
983,4,2015-09-17,,,1.0,1,0,0,758.0
984,4,2015-09-17,,,1.0,1,0,0,759.0
986,4,2015-09-17,,,1.0,1,0,0,761.0
988,4,2015-09-17,,,1.0,1,0,0,762.0
989,4,2015-09-17,,,1.0,1,0,0,763.0
991,4,2015-09-17,,,1.0,1,0,0,764.0
992,4,2015-09-17,,,1.0,1,0,0,765.0
994,4,2015-09-17,,,1.0,1,0,0,766.0
997,4,2015-09-17,,,1.0,1,0,0,767.0
998,4,2015-09-17,,,1.0,1,0,0,768.0
1000,4,2015-09-17,,,1.0,1,0,0,769.0
1005,4,2015-09-17,,,1.0,1,0,0,772.0
1007,4,2015-09-17,,,1.0,1,0,0,773.0
1008,4,2015-09-17,,,1.0,1,0,0,774.0
1009,4,2015-09-17,,,1.0,1,0,0,775.0
1010,4,2015-09-17,,,1.0,1,0,0,776.0
1013,4,2015-09-17,,,1.0,1,0,0,779.0
1014,4,2015-09-17,,,1.0,1,0,0,780.0
1015,4,2015-09-17,,,1.0,1,0,0,781.0
1016,4,2015-09-17,,,1.0,1,0,0,782.0
1019,4,2015-09-17,,,1.0,1,0,0,783.0
1020,4,2015-09-17,,,1.0,1,0,0,784.0
1022,4,2015-09-17,,,1.0,1,0,0,785.0
1024,4,2015-09-17,,,1.0,1,0,0,786.0
1025,4,2015-09-17,,,1.0,1,0,0,787.0
1026,4,2015-09-17,,,1.0,1,0,0,788.0
1027,4,2015-09-17,,,1.0,1,0,0,789.0
1028,4,2015-09-17,,,1.0,1,0,0,790.0
1031,4,2015-09-17,,,1.0,1,0,0,791.0
1036,4,2015-09-17,,,1.0,1,0,0,792.0
1037,4,2015-09-17,,,1.0,1,0,0,793.0
1038,4,2015-09-17,,,1.0,1,0,0,794.0
1039,4,2015-09-17,,,1.0,1,0,0,795.0
1040,4,2015-09-17,,,1.0,1,0,0,796.0
1041,4,2015-09-17,,,1.0,1,0,0,797.0
1042,4,2015-09-17,,,1.0,1,0,0,798.0
1044,4,2015-09-17,,,1.0,1,0,0,799.0
1045,4,2015-09-17,,,1.0,1,0,0,800.0
1047,4,2015-09-17,,,1.0,1,0,0,801.0
1048,4,2015-09-17,,,1.0,1,0,0,802.0
1049,4,2015-09-17,,,1.0,1,0,0,803.0
1050,4,2015-09-17,,,1.0,1,0,0,804.0
1051,4,2015-09-17,,,1.0,1,0,0,805.0
1052,4,2015-09-17,,,1.0,1,0,0,806.0
1053,4,2015-09-17,,,1.0,1,0,0,807.0
1054,4,2015-09-17,,,1.0,1,0,0,808.0
1056,4,2015-09-17,,,1.0,1,0,0,809.0
1057,4,2015-09-17,,,1.0,1,0,0,810.0
1058,4,2015-09-17,,,1.0,1,0,0,811.0
1059,4,2015-09-17,,,1.0,1,0,0,812.0
1060,4,2015-09-17,,,1.0,1,0,0,813.0
1063,4,2015-09-17,,,1.0,1,0,0,816.0
1064,4,2015-09-17,,,1.0,1,0,0,817.0
1065,4,2015-09-17,,,1.0,1,0,0,818.0
1066,4,2015-09-17,,,1.0,1,0,0,819.0
1068,4,2015-09-17,,,1.0,1,0,0,821.0
1070,4,2015-09-17,,,1.0,1,0,0,822.0
1071,4,2015-09-17,,,1.0,1,0,0,823.0
1076,4,2015-09-17,,,1.0,1,0,0,826.0
1077,4,2015-09-17,,,1.0,1,0,0,827.0
1078,4,2015-09-17,,,1.0,1,0,0,828.0
1079,4,2015-09-17,,,1.0,1,0,0,829.0
1080,4,2015-09-17,,,1.0,1,0,0,830.0
1083,4,2015-09-17,,,1.0,1,0,0,831.0
1086,4,2015-09-17,,,1.0,1,0,0,833.0
1087,4,2015-09-17,,,1.0,1,0,0,834.0
1088,4,2015-09-17,,,1.0,1,0,0,835.0
1089,4,2015-09-17,,,1.0,1,0,0,836.0
1091,4,2015-09-17,,,1.0,1,0,0,837.0
1092,4,2015-09-17,,,1.0,1,0,0,838.0
1096,4,2015-09-17,,,1.0,1,0,0,840.0
1097,4,2015-09-17,,,0.0,1,0,0,841.0
1099,4,2015-09-17,,,1.0,1,0,0,842.0
1100,4,2015-09-17,,,1.0,1,0,0,843.0
1101,4,2015-09-17,,,1.0,1,0,0,844.0
1103,4,2015-09-17,,,1.0,1,0,0,846.0
1104,4,2015-09-17,,,1.0,1,0,0,847.0
1106,4,2015-09-17,,,1.0,1,0,0,849.0
1107,4,2015-09-17,,,1.0,1,0,0,850.0
1109,4,2015-09-17,,,1.0,1,0,0,851.0
1111,4,2015-09-17,,,1.0,1,0,0,852.0
1113,4,2015-09-17,,,1.0,1,0,0,854.0
1114,4,2015-09-17,,,1.0,1,0,0,855.0
1115,4,2015-09-17,,,1.0,1,0,0,856.0
1,3,2015-09-16,,,1.0,1,0,0,857.0
3,3,2015-09-16,,,1.0,1,0,0,858.0
7,3,2015-09-16,,,1.0,1,0,0,859.0
8,3,2015-09-16,,,1.0,1,0,0,860.0
9,3,2015-09-16,,,1.0,1,0,0,861.0
10,3,2015-09-16,,,1.0,1,0,0,862.0
11,3,2015-09-16,,,1.0,1,0,0,863.0
13,3,2015-09-16,,,1.0,1,0,0,865.0
14,3,2015-09-16,,,1.0,1,0,0,866.0
15,3,2015-09-16,,,1.0,1,0,0,867.0
16,3,2015-09-16,,,1.0,1,0,0,868.0
19,3,2015-09-16,,,1.0,1,0,0,869.0
21,3,2015-09-16,,,1.0,1,0,0,871.0
22,3,2015-09-16,,,1.0,1,0,0,872.0
23,3,2015-09-16,,,1.0,1,0,0,873.0
27,3,2015-09-16,,,1.0,1,0,0,876.0
30,3,2015-09-16,,,1.0,1,0,0,878.0
31,3,2015-09-16,,,1.0,1,0,0,879.0
32,3,2015-09-16,,,1.0,1,0,0,880.0
35,3,2015-09-16,,,1.0,1,0,0,882.0
36,3,2015-09-16,,,1.0,1,0,0,883.0
38,3,2015-09-16,,,1.0,1,0,0,884.0
39,3,2015-09-16,,,1.0,1,0,0,885.0
40,3,2015-09-16,,,1.0,1,0,0,886.0
41,3,2015-09-16,,,1.0,1,0,0,887.0
43,3,2015-09-16,,,1.0,1,0,0,889.0
45,3,2015-09-16,,,1.0,1,0,0,890.0
46,3,2015-09-16,,,1.0,1,0,0,891.0
47,3,2015-09-16,,,1.0,1,0,0,892.0
48,3,2015-09-16,,,1.0,1,0,0,893.0
49,3,2015-09-16,,,1.0,1,0,0,894.0
50,3,2015-09-16,,,1.0,1,0,0,895.0
51,3,2015-09-16,,,1.0,1,0,0,896.0
52,3,2015-09-16,,,1.0,1,0,0,897.0
53,3,2015-09-16,,,1.0,1,0,0,898.0
56,3,2015-09-16,,,1.0,1,0,0,899.0
61,3,2015-09-16,,,1.0,1,0,0,901.0
62,3,2015-09-16,,,1.0,1,0,0,902.0
63,3,2015-09-16,,,1.0,1,0,0,903.0
64,3,2015-09-16,,,1.0,1,0,0,904.0
66,3,2015-09-16,,,1.0,1,0,0,905.0
67,3,2015-09-16,,,1.0,1,0,0,906.0
69,3,2015-09-16,,,1.0,1,0,0,908.0
70,3,2015-09-16,,,1.0,1,0,0,909.0
71,3,2015-09-16,,,1.0,1,0,0,910.0
72,3,2015-09-16,,,1.0,1,0,0,911.0
74,3,2015-09-16,,,1.0,1,0,0,913.0
75,3,2015-09-16,,,1.0,1,0,0,914.0
76,3,2015-09-16,,,1.0,1,0,0,915.0
77,3,2015-09-16,,,1.0,1,0,0,916.0
79,3,2015-09-16,,,1.0,1,0,0,917.0
80,3,2015-09-16,,,1.0,1,0,0,918.0
82,3,2015-09-16,,,1.0,1,0,0,920.0
83,3,2015-09-16,,,1.0,1,0,0,921.0
84,3,2015-09-16,,,1.0,1,0,0,922.0
86,3,2015-09-16,,,1.0,1,0,0,923.0
89,3,2015-09-16,,,1.0,1,0,0,924.0
90,3,2015-09-16,,,1.0,1,0,0,925.0
91,3,2015-09-16,,,1.0,1,0,0,926.0
93,3,2015-09-16,,,1.0,1,0,0,928.0
94,3,2015-09-16,,,1.0,1,0,0,929.0
98,3,2015-09-16,,,1.0,1,0,0,930.0
101,3,2015-09-16,,,1.0,1,0,0,933.0
102,3,2015-09-16,,,1.0,1,0,0,934.0
105,3,2015-09-16,,,1.0,1,0,0,935.0
107,3,2015-09-16,,,1.0,1,0,0,936.0
108,3,2015-09-16,,,1.0,1,0,0,937.0
109,3,2015-09-16,,,1.0,1,0,0,938.0
110,3,2015-09-16,,,1.0,1,0,0,939.0
113,3,2015-09-16,,,1.0,1,0,0,942.0
115,3,2015-09-16,,,1.0,1,0,0,943.0
117,3,2015-09-16,,,1.0,1,0,0,944.0
119,3,2015-09-16,,,1.0,1,0,0,946.0
120,3,2015-09-16,,,1.0,1,0,0,947.0
126,3,2015-09-16,,,1.0,1,0,0,950.0
127,3,2015-09-16,,,1.0,1,0,0,951.0
128,3,2015-09-16,,,1.0,1,0,0,952.0
132,3,2015-09-16,,,1.0,1,0,0,956.0
135,3,2015-09-16,,,1.0,1,0,0,957.0
136,3,2015-09-16,,,1.0,1,0,0,958.0
137,3,2015-09-16,,,1.0,1,0,0,959.0
141,3,2015-09-16,,,1.0,1,0,0,962.0
142,3,2015-09-16,,,1.0,1,0,0,963.0
143,3,2015-09-16,,,1.0,1,0,0,964.0
144,3,2015-09-16,,,1.0,1,0,0,965.0
145,3,2015-09-16,,,1.0,1,0,0,966.0
146,3,2015-09-16,,,1.0,1,0,0,967.0
147,3,2015-09-16,,,1.0,1,0,0,968.0
154,3,2015-09-16,,,1.0,1,0,0,973.0
155,3,2015-09-16,,,1.0,1,0,0,974.0
157,3,2015-09-16,,,1.0,1,0,0,975.0
158,3,2015-09-16,,,1.0,1,0,0,976.0
159,3,2015-09-16,,,1.0,1,0,0,977.0
160,3,2015-09-16,,,1.0,1,0,0,978.0
161,3,2015-09-16,,,1.0,1,0,0,979.0
162,3,2015-09-16,,,1.0,1,0,0,980.0
164,3,2015-09-16,,,1.0,1,0,0,981.0
165,3,2015-09-16,,,1.0,1,0,0,982.0
166,3,2015-09-16,,,1.0,1,0,0,983.0
168,3,2015-09-16,,,1.0,1,0,0,984.0
169,3,2015-09-16,,,1.0,1,0,0,985.0
171,3,2015-09-16,,,1.0,1,0,0,987.0
172,3,2015-09-16,,,1.0,1,0,0,988.0
174,3,2015-09-16,,,1.0,1,0,0,989.0
176,3,2015-09-16,,,1.0,1,0,0,991.0
179,3,2015-09-16,,,1.0,1,0,0,992.0
180,3,2015-09-16,,,1.0,1,0,0,993.0
182,3,2015-09-16,,,1.0,1,0,0,995.0
184,3,2015-09-16,,,1.0,1,0,0,997.0
186,3,2015-09-16,,,1.0,1,0,0,998.0
187,3,2015-09-16,,,1.0,1,0,0,999.0
188,3,2015-09-16,,,1.0,1,0,0,1000.0
189,3,2015-09-16,,,1.0,1,0,0,1001.0
190,3,2015-09-16,,,1.0,1,0,0,1002.0
191,3,2015-09-16,,,1.0,1,0,0,1003.0
192,3,2015-09-16,,,1.0,1,0,0,1004.0
193,3,2015-09-16,,,1.0,1,0,0,1005.0
194,3,2015-09-16,,,1.0,1,0,0,1006.0
195,3,2015-09-16,,,1.0,1,0,0,1007.0
197,3,2015-09-16,,,1.0,1,0,0,1008.0
199,3,2015-09-16,,,1.0,1,0,0,1009.0
200,3,2015-09-16,,,1.0,1,0,0,1010.0
201,3,2015-09-16,,,1.0,1,0,0,1011.0
206,3,2015-09-16,,,1.0,1,0,0,1014.0
207,3,2015-09-16,,,1.0,1,0,0,1015.0
209,3,2015-09-16,,,1.0,1,0,0,1016.0
212,3,2015-09-16,,,1.0,1,0,0,1018.0
214,3,2015-09-16,,,1.0,1,0,0,1020.0
215,3,2015-09-16,,,1.0,1,0,0,1021.0
216,3,2015-09-16,,,1.0,1,0,0,1022.0
218,3,2015-09-16,,,1.0,1,0,0,1024.0
219,3,2015-09-16,,,1.0,1,0,0,1025.0
220,3,2015-09-16,,,1.0,1,0,0,1026.0
221,3,2015-09-16,,,1.0,1,0,0,1027.0
224,3,2015-09-16,,,1.0,1,0,0,1028.0
226,3,2015-09-16,,,1.0,1,0,0,1029.0
228,3,2015-09-16,,,1.0,1,0,0,1031.0
230,3,2015-09-16,,,1.0,1,0,0,1033.0
231,3,2015-09-16,,,1.0,1,0,0,1034.0
233,3,2015-09-16,,,1.0,1,0,0,1035.0
234,3,2015-09-16,,,1.0,1,0,0,1036.0
238,3,2015-09-16,,,1.0,1,0,0,1038.0
239,3,2015-09-16,,,1.0,1,0,0,1039.0
241,3,2015-09-16,,,1.0,1,0,0,1040.0
242,3,2015-09-16,,,1.0,1,0,0,1041.0
243,3,2015-09-16,,,1.0,1,0,0,1042.0
244,3,2015-09-16,,,1.0,1,0,0,1043.0
246,3,2015-09-16,,,1.0,1,0,0,1045.0
247,3,2015-09-16,,,1.0,1,0,0,1046.0
248,3,2015-09-16,,,1.0,1,0,0,1047.0
250,3,2015-09-16,,,1.0,1,0,0,1049.0
251,3,2015-09-16,,,1.0,1,0,0,1050.0
252,3,2015-09-16,,,1.0,1,0,0,1051.0
253,3,2015-09-16,,,1.0,1,0,0,1052.0
254,3,2015-09-16,,,1.0,1,0,0,1053.0
255,3,2015-09-16,,,1.0,1,0,0,1054.0
256,3,2015-09-16,,,1.0,1,0,0,1055.0
259,3,2015-09-16,,,1.0,1,0,0,1057.0
262,3,2015-09-16,,,1.0,1,0,0,1058.0
263,3,2015-09-16,,,1.0,1,0,0,1059.0
265,3,2015-09-16,,,1.0,1,0,0,1060.0
267,3,2015-09-16,,,1.0,1,0,0,1061.0
268,3,2015-09-16,,,1.0,1,0,0,1062.0
269,3,2015-09-16,,,1.0,1,0,0,1063.0
272,3,2015-09-16,,,1.0,1,0,0,1064.0
273,3,2015-09-16,,,1.0,1,0,0,1065.0
277,3,2015-09-16,,,1.0,1,0,0,1068.0
279,3,2015-09-16,,,1.0,1,0,0,1070.0
280,3,2015-09-16,,,1.0,1,0,0,1071.0
283,3,2015-09-16,,,1.0,1,0,0,1073.0
284,3,2015-09-16,,,1.0,1,0,0,1074.0
285,3,2015-09-16,,,1.0,1,0,0,1075.0
289,3,2015-09-16,,,1.0,1,0,0,1078.0
290,3,2015-09-16,,,1.0,1,0,0,1079.0
294,3,2015-09-16,,,1.0,1,0,0,1080.0
295,3,2015-09-16,,,1.0,1,0,0,1081.0
296,3,2015-09-16,,,1.0,1,0,0,1082.0
298,3,2015-09-16,,,1.0,1,0,0,1084.0
299,3,2015-09-16,,,1.0,1,0,0,1085.0
300,3,2015-09-16,,,1.0,1,0,0,1086.0
301,3,2015-09-16,,,1.0,1,0,0,1087.0
302,3,2015-09-16,,,1.0,1,0,0,1088.0
303,3,2015-09-16,,,1.0,1,0,0,1089.0
304,3,2015-09-16,,,1.0,1,0,0,1090.0
305,3,2015-09-16,,,1.0,1,0,0,1091.0
306,3,2015-09-16,,,1.0,1,0,0,1092.0
309,3,2015-09-16,,,1.0,1,0,0,1094.0
310,3,2015-09-16,,,1.0,1,0,0,1095.0
311,3,2015-09-16,,,1.0,1,0,0,1096.0
312,3,2015-09-16,,,1.0,1,0,0,1097.0
314,3,2015-09-16,,,1.0,1,0,0,1098.0
316,3,2015-09-16,,,1.0,1,0,0,1100.0
317,3,2015-09-16,,,1.0,1,0,0,1101.0
319,3,2015-09-16,,,1.0,1,0,0,1102.0
320,3,2015-09-16,,,1.0,1,0,0,1103.0
323,3,2015-09-16,,,1.0,1,0,0,1104.0
326,3,2015-09-16,,,1.0,1,0,0,1106.0
328,3,2015-09-16,,,1.0,1,0,0,1107.0
330,3,2015-09-16,,,1.0,1,0,0,1109.0
331,3,2015-09-16,,,1.0,1,0,0,1110.0
333,3,2015-09-16,,,1.0,1,0,0,1111.0
334,3,2015-09-16,,,1.0,1,0,0,1112.0
335,3,2015-09-16,,,1.0,1,0,0,1113.0
337,3,2015-09-16,,,1.0,1,0,0,1115.0
338,3,2015-09-16,,,1.0,1,0,0,1116.0
339,3,2015-09-16,,,1.0,1,0,0,1117.0
340,3,2015-09-16,,,1.0,1,0,0,1118.0
341,3,2015-09-16,,,1.0,1,0,0,1119.0
342,3,2015-09-16,,,1.0,1,0,0,1120.0
343,3,2015-09-16,,,1.0,1,0,0,1121.0
344,3,2015-09-16,,,1.0,1,0,0,1122.0
345,3,2015-09-16,,,1.0,1,0,0,1123.0
346,3,2015-09-16,,,1.0,1,0,0,1124.0
347,3,2015-09-16,,,1.0,1,0,0,1125.0
348,3,2015-09-16,,,1.0,1,0,0,1126.0
351,3,2015-09-16,,,1.0,1,0,0,1128.0
352,3,2015-09-16,,,1.0,1,0,0,1129.0
353,3,2015-09-16,,,1.0,1,0,0,1130.0
354,3,2015-09-16,,,1.0,1,0,0,1131.0
355,3,2015-09-16,,,1.0,1,0,0,1132.0
356,3,2015-09-16,,,1.0,1,0,0,1133.0
358,3,2015-09-16,,,1.0,1,0,0,1134.0
359,3,2015-09-16,,,1.0,1,0,0,1135.0
362,3,2015-09-16,,,1.0,1,0,0,1136.0
364,3,2015-09-16,,,1.0,1,0,0,1137.0
365,3,2015-09-16,,,1.0,1,0,0,1138.0
367,3,2015-09-16,,,1.0,1,0,0,1139.0
368,3,2015-09-16,,,1.0,1,0,0,1140.0
370,3,2015-09-16,,,1.0,1,0,0,1142.0
373,3,2015-09-16,,,1.0,1,0,0,1145.0
377,3,2015-09-16,,,1.0,1,0,0,1146.0
379,3,2015-09-16,,,1.0,1,0,0,1148.0
