Store,Sales,Customers,DayOfWeek,Open,Promo,SchoolHoliday,StateHoliday
576,6950,825,2,1,0,0,a
726,8150,775,2,1,0,0,0
976,10850,725,0,0,1,0,0
226,5250,725,2,1,0,0,0
976,5550,425,0,0,1,0,0
1026,3950,475,2,1,1,0,0
176,8550,825,2,1,0,0,0
576,9150,925,2,1,1,0,0
226,16550,575,2,1,0,0,0
426,5850,625,2,1,0,0,0
176,16250,775,0,0,1,0,0
576,6950,725,2,1,1,1,0
876,5850,525,2,1,0,0,0
326,4650,1175,2,1,0,0,0
926,8250,575,2,1,0,0,0
276,4750,525,0,0,1,0,0
326,4050,375,2,0,1,1,0
426,5050,375,2,1,0,0,0
1076,10250,825,2,1,0,0,0
976,5950,825,2,1,0,0,0
176,7350,575,2,1,0,0,0
1076,12550,1375,2,1,0,0,0
26,5550,525,2,1,0,0,0
826,4150,475,2,1,1,0,0
626,8550,825,2,1,0,0,0
726,4750,525,2,1,0,0,0
476,0,0,2,1,1,1,0
1102,6150,675,2,1,0,0,0
776,3950,425,2,1,0,0,0
426,9250,1075,2,1,0,0,0
326,0,0,2,1,0,0,0
876,6650,675,2,1,0,0,0
726,5650,625,2,1,0,0,0
1026,0,725,2,1,1,1,0
526,8650,1125,2,1,0,0,0
76,15950,375,2,0,1,0,0
476,7950,875,2,1,0,0,0
426,8150,725,2,1,0,0,0
376,11550,875,2,1,0,0,0
726,8150,775,2,1,0,0,0
176,4350,375,2,1,0,0,0
376,7550,925,0,1,1,1,0
676,8450,525,2,1,0,0,0
576,2750,325,2,1,0,0,0
1026,7050,775,2,1,0,0,0
626,6950,875,2,1,1,1,0
1076,7150,725,2,1,0,0,0
426,6150,625,0,1,1,0,0
176,0,0,2,1,1,0,0
576,20550,1525,2,1,0,0,0
126,4550,675,0,0,0,1,0
476,6450,775,2,0,1,0,0
276,10150,775,0,0,1,0,0
626,8150,825,2,1,0,0,0
676,6950,575,2,1,0,0,0
726,8050,775,2,1,0,0,0
776,3250,525,2,1,0,0,0
1076,5250,1025,0,1,1,1,0
1076,6250,975,2,1,0,0,0
926,8450,1075,2,1,0,0,0
76,5550,675,2,1,0,0,0
226,0,0,2,1,1,0,0
576,2750,325,2,1,0,0,0
476,12250,1525,2,1,0,0,0
1076,0,0,0,0,1,0,0
676,15950,0,2,0,1,0,0
476,19250,325,2,1,0,0,0
126,7850,625,2,1,1,0,0
76,5750,825,0,0,1,0,0
976,10450,1175,2,1,0,0,0
776,8150,625,2,1,0,0,0
626,0,0,2,1,0,0,0
1026,0,0,2,1,0,0,0
526,7950,575,2,1,1,1,0
476,4250,375,2,1,0,0,0
526,3850,475,2,1,1,0,0
626,5350,575,2,1,0,0,0
826,0,825,0,0,1,0,0
1076,0,0,2,1,1,1,0
826,7350,975,2,1,0,0,0
1076,0,0,0,1,1,1,0
326,14450,1575,2,1,0,0,0
1076,0,0,2,1,0,0,a
826,10850,425,2,1,0,0,0
76,3350,325,2,0,1,0,0
776,13350,925,2,1,0,0,0
876,8250,1025,2,1,1,1,0
726,0,625,2,1,1,1,0
926,0,0,2,1,1,1,0
876,13550,475,2,1,0,0,0
126,9550,575,2,0,1,1,0
176,2750,275,2,1,0,0,0
76,0,0,2,1,1,0,0
26,7150,575,2,1,0,0,0
926,7650,875,0,1,0,1,0
176,0,0,2,1,1,1,0
726,9150,725,2,1,1,0,0
26,0,0,2,1,0,0,0
876,6650,975,2,1,0,0,0
876,5750,275,2,1,1,0,0
676,11250,1875,2,1,1,1,0
726,9150,725,2,0,1,0,0
1076,5150,475,2,1,1,1,0
776,5350,475,2,1,1,1,0
926,11950,0,2,1,0,0,0
26,7250,575,2,1,0,0,0
576,2750,1825,2,1,0,0,0
326,6650,475,2,1,0,0,0
976,4350,525,2,1,0,0,0
726,2550,475,2,1,0,0,0
826,9850,875,2,1,0,0,0
126,6150,825,2,1,0,0,0
676,5550,425,2,1,0,0,0
726,6550,825,2,1,0,0,0
976,7550,775,0,0,1,0,0
726,7150,525,0,1,1,0,0
676,7650,725,2,1,0,0,0
326,2950,325,2,1,1,0,0
76,7350,575,2,1,0,0,0
726,6350,475,0,0,1,0,0
226,6250,625,2,0,1,0,0
626,5050,525,2,1,0,0,0
676,4750,375,0,0,0,1,0
276,3650,325,2,1,0,0,0
676,7450,875,2,1,1,0,0
926,9650,1075,2,1,1,1,0
726,6950,925,2,1,0,0,0
76,7050,575,2,0,0,1,a
1102,5950,475,2,1,0,0,0
276,0,0,2,1,0,0,0
76,7050,0,2,0,1,0,0
726,4850,525,2,1,0,0,0
126,7850,825,2,1,1,0,0
176,8350,725,0,1,1,0,0
626,6450,725,2,1,0,0,0
926,6950,925,0,1,1,0,0
376,10250,1075,2,1,0,0,0
776,6950,1025,2,1,0,0,0
126,14550,175,2,1,0,0,0
26,0,0,2,1,1,0,0
1076,7950,525,2,1,1,0,0
326,5250,575,2,0,1,0,0
126,0,725,0,0,0,1,0
676,8950,975,0,1,1,1,0
1076,4750,525,2,1,0,0,0
776,6250,775,2,1,1,1,0
226,12350,375,0,0,1,0,0
26,6850,775,2,1,0,0,0
826,5450,675,2,1,1,0,0
476,8850,1025,2,1,1,0,0
626,8150,1725,2,1,0,0,0
826,8650,775,0,1,1,1,0
976,3750,775,2,1,0,0,0
776,5350,575,2,1,0,0,0
76,5350,625,0,1,1,0,0
1026,7550,775,0,1,0,0,0
1026,11050,575,2,1,1,0,0
576,5750,775,2,0,1,0,0
226,3850,375,2,1,1,0,0
726,4550,475,2,1,0,0,0
1026,5350,625,0,1,1,1,0
726,18450,325,2,1,0,0,0
176,11450,325,2,1,0,0,0
626,7150,575,2,1,0,0,0
176,7750,675,2,0,1,1,0
526,1850,475,2,1,1,1,0
1026,7250,975,2,1,0,0,0
626,0,0,0,1,1,1,0
776,7950,1125,2,1,1,0,0
726,0,0,2,1,0,0,0
876,3950,375,2,1,0,1,a
676,6550,775,2,1,1,1,0
626,1950,675,2,1,0,0,0
326,0,0,2,0,1,0,0
76,3650,425,2,1,1,0,0
826,10350,1025,2,1,0,0,0
476,5050,575,2,1,1,0,0
176,0,525,2,1,0,0,0
676,0,0,2,1,0,0,0
1076,9150,425,2,1,0,0,0
326,11650,725,2,1,0,0,0
276,6950,675,2,1,0,0,0
76,3650,525,2,1,0,0,0
826,6650,375,2,1,0,0,0
676,7650,725,2,1,0,0,0
526,14650,1075,2,1,0,0,0
126,0,0,2,1,0,0,0
326,8250,975,2,1,0,0,0
976,7850,575,2,1,1,0,0
226,0,0,0,1,1,1,0
376,0,0,2,1,0,0,0
926,5150,525,0,1,1,1,0
976,5250,525,2,1,1,0,0
426,7250,525,2,1,0,0,0
376,5650,625,2,1,1,1,0
526,0,0,2,1,0,0,0
926,0,0,2,0,1,0,0
576,1250,725,2,1,1,0,0
526,14150,625,2,1,0,0,0
1076,6350,875,0,1,1,1,0
1102,0,0,2,1,1,1,0
926,3850,425,0,1,0,0,0
526,0,0,2,1,0,0,0
376,2450,575,2,1,0,0,0
776,2650,375,2,1,0,0,0
626,8050,1175,2,1,1,0,0
1076,10250,925,2,0,1,1,0
926,4550,625,2,1,0,0,0
526,10850,1225,2,1,0,0,0
76,6050,825,2,0,1,0,0
576,5450,3025,2,1,1,1,0
926,0,0,2,1,1,1,0
226,18350,1225,0,1,1,0,0
576,5950,575,2,1,0,0,0
476,0,0,2,0,1,1,0
126,3750,0,2,1,0,0,0
626,9150,825,0,1,1,1,0
426,7750,625,2,1,0,0,0
276,2350,375,2,1,0,0,0
376,0,0,0,1,1,0,0
876,5650,625,2,1,1,0,0
376,3950,1275,2,1,0,1,a
126,18150,575,2,1,0,0,0
326,5350,0,0,0,0,1,0
176,5050,575,2,1,1,0,0
426,4950,775,2,1,1,1,0
776,7250,675,2,1,0,0,0
576,7150,525,2,1,0,0,0
126,6650,525,2,0,1,1,0
326,4850,475,2,1,0,0,0
976,5850,525,2,1,1,1,0
26,5850,725,0,1,1,1,0
576,12650,525,2,1,0,0,0
776,8350,1425,0,1,1,1,0
776,4150,575,2,1,0,0,0
526,7950,775,2,1,0,0,0
176,6450,875,2,1,0,0,0
526,11750,1025,0,1,1,0,0
576,3150,2075,2,1,0,0,0
376,6350,575,0,0,1,0,0
26,5550,575,2,1,0,0,0
876,0,475,2,0,1,0,0
76,5350,525,2,1,0,0,0
276,5850,475,2,1,1,1,0
1102,0,0,2,1,1,1,0
1026,0,0,2,1,1,1,0
76,12150,975,2,1,0,0,0
1026,3950,475,2,1,1,0,0
1026,7450,775,2,1,0,0,0
776,7650,575,2,1,0,0,0
0,0,0,2,1,0,0,0
626,9450,1075,2,0,1,0,0
326,6350,625,2,1,1,1,0
276,4150,475,0,1,1,1,0
476,4450,425,2,0,1,0,0
876,8750,425,2,1,0,0,0
926,0,0,2,1,0,0,0
126,0,0,2,0,1,1,0
276,6250,525,0,1,1,0,0
476,7850,0,2,1,1,1,0
776,13350,925,2,1,0,0,0
876,10050,2975,0,1,1,1,0
126,8950,1075,2,1,0,0,0
326,4650,425,2,1,0,0,0
126,6650,525,2,1,1,1,0
676,5550,775,2,0,1,1,0
176,5450,575,2,1,1,1,0
326,4050,375,2,0,1,0,0
1076,9150,1175,2,1,0,0,0
576,3450,375,2,1,0,0,0
26,7450,825,2,1,1,1,0
526,4450,625,0,0,1,0,0
926,7750,1325,2,1,1,1,0
576,8250,675,2,0,0,1,a
176,5250,625,0,0,1,0,0
676,7750,825,2,1,1,1,0
126,2850,1475,2,1,0,0,0
1026,0,325,2,1,0,0,0
576,7050,475,2,0,0,1,a
226,9950,275,2,1,0,0,0
926,5750,625,0,1,1,1,0
476,5650,875,2,1,0,0,0
726,0,0,2,0,1,0,0
976,7250,575,2,1,1,1,0
726,9750,675,0,1,1,0,0
526,0,0,2,1,0,0,0
276,12350,825,0,0,1,0,0
176,2950,425,2,1,0,0,0
576,13750,1675,2,1,0,0,0
476,0,0,2,1,1,1,0
976,7150,1325,2,1,0,0,0
476,5550,825,2,1,1,0,0
876,0,0,2,1,1,1,0
976,8150,625,2,1,1,1,0
1102,3750,425,2,1,0,0,0
376,5350,725,2,1,0,0,0
1076,8150,925,2,1,1,1,0
1026,6650,275,2,1,0,0,0
676,0,0,2,1,1,0,0
1102,10050,575,2,1,0,0,0
676,14550,1275,2,1,0,0,0
576,5250,625,2,1,0,0,0
526,4950,525,2,1,0,0,0
1076,6650,675,0,1,1,1,0
326,6250,575,0,1,1,1,0
626,0,0,2,0,1,1,0
326,4850,475,2,1,0,0,0
476,7150,675,2,1,0,0,0
26,5450,775,2,1,0,0,0
1102,3750,675,2,1,0,0,0
126,0,0,0,1,1,1,0
1076,9350,775,0,1,1,0,0
326,8250,625,2,1,1,0,0
726,6150,675,2,1,0,0,0
776,10550,725,2,1,0,0,0
476,4950,525,2,0,1,0,0
426,4150,525,2,1,1,1,0
476,9550,125,2,1,0,0,0
976,4050,475,0,0,0,1,0
576,0,0,2,1,0,0,0
876,8550,975,2,1,0,0,0
326,18750,425,2,1,0,0,0
576,6950,725,2,1,1,1,0
776,8350,775,2,1,0,0,0
776,6850,775,2,0,1,0,0
1026,5650,475,2,1,1,1,0
426,2650,625,2,1,0,0,0
876,7150,675,2,1,1,1,0
826,7350,725,2,1,0,0,0
526,8250,1075,2,1,0,0,0
526,6950,575,2,0,1,0,0
676,0,525,0,1,1,0,0
176,3650,525,2,1,0,0,0
476,5250,725,2,1,0,0,0
1102,12050,625,2,1,1,1,0
426,0,0,2,1,0,0,0
276,7850,525,2,1,0,0,0
676,7650,725,2,1,0,0,0
976,7850,2125,2,1,1,0,0
1102,0,0,2,1,0,0,0
626,4450,725,2,1,0,0,0
926,4950,625,0,1,1,1,0
476,7750,625,2,1,0,0,0
1026,0,0,2,1,0,0,0
26,11750,1075,2,1,0,0,0
426,9250,1125,2,1,0,0,0
26,11950,1425,2,1,0,0,0
426,5350,625,2,1,0,0,0
776,8350,775,2,1,0,0,0
26,10050,925,2,1,0,0,0
426,0,0,2,1,1,0,0
776,6150,875,2,1,0,0,0
426,5850,475,2,1,1,1,0
876,8150,775,2,1,0,0,0
576,11950,2125,2,1,0,0,0
176,6950,575,2,1,0,0,0
926,8450,1075,2,1,0,0,0
726,5350,525,2,1,0,0,0
576,7050,675,2,1,0,0,0
676,8750,775,2,1,0,0,0
926,5750,625,0,1,1,1,0
576,6750,825,2,1,0,0,0
526,7050,825,2,1,0,0,0
26,10350,575,2,1,1,0,0
876,7150,775,2,1,0,0,0
226,5350,675,2,1,0,0,0
826,7850,875,2,1,0,0,0
526,6450,775,2,1,1,1,0
926,18250,1025,0,0,1,0,0
876,3850,325,2,1,0,0,0
226,7250,625,0,1,1,1,0
276,4850,625,2,1,0,0,0
926,9150,0,2,1,0,0,0
276,6250,525,0,1,1,1,0
526,0,675,2,1,0,0,0
926,9150,925,0,0,1,0,0
76,9550,725,2,1,0,0,0
576,8650,975,2,1,0,0,0
826,5650,675,0,0,0,0,0
926,7850,725,0,1,0,0,0
1076,0,1075,0,1,1,0,0
676,5550,625,2,1,1,0,0
926,4650,725,2,1,0,0,0
1076,7650,625,2,1,0,0,0
876,8550,975,2,1,0,0,0
976,11650,775,2,1,0,0,0
576,8350,675,2,1,0,0,0
526,0,0,2,1,0,0,0
726,8750,825,2,1,0,0,0
426,6650,875,2,1,0,0,0
1076,4650,575,2,1,0,0,0
376,9250,675,0,1,1,0,0
176,8550,825,2,1,0,0,0
1026,0,0,2,1,1,0,0
376,14450,1375,2,1,0,0,0
926,0,725,2,1,0,0,0
876,8750,1225,2,1,0,0,0
176,3950,1125,2,0,0,1,a
326,6350,625,2,1,1,1,0
526,11550,1675,2,1,0,0,0
826,5250,175,2,1,0,0,0
526,0,0,2,0,0,1,a
926,9250,1075,2,1,0,0,0
776,0,0,2,1,0,0,0
726,6750,625,2,1,0,0,0
876,7850,0,0,0,0,1,0
126,32550,775,2,1,0,0,0
326,0,0,2,1,1,1,0
1102,6250,575,0,0,0,1,0
626,13650,625,2,1,1,0,0
626,4750,375,0,1,1,1,0
826,6150,575,2,1,0,0,0
576,8950,675,2,1,0,0,0
876,4850,525,2,1,0,0,0
926,12150,825,2,1,0,0,0
626,0,0,2,1,1,1,0
926,14850,2325,2,1,1,1,0
476,10350,725,2,1,0,0,0
376,6150,425,2,1,0,0,0
326,14050,625,2,1,0,0,0
976,5550,675,2,1,1,0,0
326,11750,1625,2,1,1,0,0
476,6550,1625,2,1,0,0,0
226,7450,725,0,1,1,1,0
726,18450,325,2,1,0,0,0
126,7650,525,0,1,0,0,0
626,0,875,2,1,1,0,0
26,0,0,2,1,0,0,0
1076,3150,775,2,1,0,0,0
826,6450,475,2,1,0,0,0
976,7550,625,2,1,0,0,0
126,6750,2025,2,1,0,0,0
676,6950,625,2,1,1,1,0
776,4650,525,0,1,1,0,0
726,10250,875,2,1,1,1,0
126,5950,525,2,1,0,0,0
976,10050,825,2,1,1,1,0
826,10550,1175,2,1,0,0,0
26,10150,775,2,1,1,0,0
1026,7650,925,2,1,1,0,0
526,3950,375,2,1,0,0,0
776,0,0,2,1,0,0,0
26,3950,375,2,1,0,0,0
576,5150,1025,2,1,0,0,0
76,7950,675,2,1,1,0,0
476,6050,725,2,1,0,0,0
276,0,1525,2,1,1,0,0
576,9250,675,2,1,0,0,0
826,5950,575,2,1,1,0,0
1026,19450,1375,2,1,0,0,0
376,0,0,0,0,0,1,0
626,4350,375,2,1,1,0,0
76,5550,675,2,1,0,0,0
576,7950,725,0,1,1,1,0
676,14550,1275,2,1,0,0,0
426,8250,725,2,1,0,0,0
176,2150,475,2,1,0,0,0
776,11450,875,2,1,0,0,0
826,5050,625,2,0,1,1,0
26,10650,2375,2,1,0,0,0
1076,5950,625,2,1,0,0,0
526,3450,325,2,1,0,0,0
826,4450,425,2,0,1,0,0
1102,3050,375,2,1,0,0,0
276,7450,675,0,1,0,0,0
1076,12550,1375,2,1,0,0,0
1026,0,0,2,0,1,1,0
76,7750,525,2,1,1,0,0
426,5150,675,0,0,1,0,0
976,6050,625,2,1,0,0,0
826,0,0,2,1,0,0,0
76,3550,575,2,1,1,0,0
76,0,0,2,0,1,0,0
476,10350,1075,2,1,0,0,0
26,0,0,0,1,1,1,0
426,11950,1325,2,1,1,1,0
876,0,0,0,0,1,0,0
276,7750,875,2,1,0,0,0
1076,5050,475,2,0,0,1,a
276,0,0,2,1,0,0,0
976,3150,375,2,1,0,0,0
176,8050,1075,2,1,0,0,0
726,4150,475,2,1,0,0,0
626,30250,725,2,1,0,0,0
676,7250,1525,2,0,1,0,0
476,2550,275,2,1,0,0,0
426,6050,675,0,0,1,0,0
926,8050,625,2,1,0,0,0
776,9050,675,2,1,0,0,0
776,4550,425,2,1,0,0,0
976,0,0,2,1,0,0,0
1026,6450,575,2,1,1,1,0
26,0,0,2,1,1,0,0
476,5050,1075,2,1,1,0,0
1026,7650,625,2,1,0,0,0
276,0,0,2,1,0,0,0
526,0,0,2,1,0,0,0
426,10050,725,2,1,0,0,0
726,9050,875,2,1,0,0,0
26,2750,1925,0,1,1,1,0
676,6650,2025,2,1,0,0,0
726,5850,725,2,1,0,0,0
976,7550,625,2,1,0,0,0
76,9750,1025,2,1,1,0,0
926,7550,575,2,1,0,0,0
826,6150,775,2,1,0,0,0
476,10550,675,2,1,1,1,0
1026,2250,225,2,1,1,1,0
126,4550,675,0,0,0,1,0
876,14250,0,2,1,0,0,0
1076,9650,625,2,1,0,0,0
1102,10050,575,2,1,0,0,0
976,18550,925,2,1,1,0,0
576,4550,675,0,1,0,1,0
126,12850,575,2,1,0,0,0
226,8050,1025,2,1,0,0,0
576,11150,1275,0,1,1,0,0
76,8550,625,2,1,0,0,0
926,8050,625,2,1,0,0,0
576,4850,475,2,1,0,0,0
626,6450,825,2,1,1,1,0
1102,6050,575,2,1,0,0,0
226,6450,625,2,1,0,0,0
226,6150,1025,2,1,1,1,0
526,6450,1375,2,1,0,0,0
376,0,525,2,1,0,0,0
26,7850,3225,2,1,0,0,0
226,6150,675,2,1,0,0,0
476,9150,775,0,1,1,0,0
326,5250,575,2,0,1,1,0
776,4150,375,2,1,0,0,0
176,8250,625,0,1,1,0,0
876,8150,725,2,1,1,0,0
1076,0,1075,2,1,1,0,0
426,9250,1175,2,1,0,0,0
1076,4150,525,2,1,0,0,0
276,5050,975,2,1,1,1,0
626,6050,575,2,1,1,1,0
326,8150,925,2,1,0,0,0
176,0,0,2,1,1,0,0
526,9350,1075,2,1,0,0,0
376,9250,675,0,0,1,0,0
376,7150,875,2,1,0,0,0
326,4750,625,2,1,0,0,0
676,8450,1975,2,1,0,0,0
626,3850,425,2,1,0,0,0
326,5450,1225,2,1,1,0,0
1026,6450,625,2,1,0,0,0
476,6450,0,2,1,1,0,0
76,5350,675,2,1,1,0,0
426,13350,825,2,1,0,0,0
676,5450,775,2,1,0,0,0
76,6850,625,2,1,1,1,0
76,0,0,2,0,1,0,0
826,6250,1875,2,1,1,0,0
876,4850,425,2,1,1,0,0
226,10650,475,2,1,1,0,0
226,4950,475,2,0,1,0,0
426,5150,0,2,1,0,0,0
1026,6950,925,2,1,0,0,0
726,5650,775,0,1,1,1,0
476,18450,975,2,1,0,0,0
526,8950,1475,2,1,0,0,0
126,0,0,2,1,1,1,0
626,9250,675,2,1,0,0,0
276,7850,1025,0,1,1,1,0
576,3850,375,2,1,0,0,0
126,14550,525,2,1,0,0,0
26,8350,1125,2,1,0,0,0
976,10450,1175,2,1,0,0,0
476,13250,475,2,1,0,0,0
176,14750,1225,2,1,0,0,0
226,6450,225,2,1,0,0,0
376,1850,1075,2,1,0,0,0
976,9750,875,2,1,0,0,0
176,5050,425,2,1,0,0,0
76,7050,225,2,1,0,0,0
326,8650,675,2,1,0,0,0
76,4950,1625,2,1,0,0,0
226,1850,3725,2,1,0,0,0
1076,4250,425,2,1,0,0,0
1076,5550,425,2,1,0,0,0
76,8150,575,2,1,1,1,0
576,0,0,2,1,1,0,0
976,5850,525,2,0,1,1,0
976,6650,575,2,1,0,0,0
26,3450,425,0,1,1,0,0
276,3650,325,2,1,0,0,0
26,4350,575,2,1,1,1,0
576,6250,725,0,1,1,0,0
876,8750,775,2,1,0,0,0
926,7550,575,2,1,0,0,0
326,2950,325,2,1,1,0,0
476,4750,1575,2,1,0,0,0
276,7050,0,2,1,0,0,0
76,0,0,2,1,0,0,0
26,5750,475,2,1,0,0,0
476,8050,725,2,1,0,0,0
126,12850,575,2,1,0,0,0
976,8350,775,2,1,1,0,0
226,5550,625,2,1,0,0,0
326,0,0,2,1,0,0,0
226,7950,1125,2,1,0,0,0
376,5050,525,2,1,0,0,0
776,5550,525,2,1,1,1,0
976,5750,675,2,1,1,0,0
526,11650,1525,2,1,0,0,0
426,4950,425,2,1,0,0,0
726,8050,775,2,1,0,0,0
76,6750,675,2,1,0,0,0
876,8150,975,2,1,1,0,0
126,6850,725,2,1,0,0,0
976,7550,625,2,1,0,0,0
1102,14550,775,2,1,0,0,0
76,12450,425,2,1,0,0,0
26,6150,675,2,1,0,0,0
426,8750,925,2,1,1,0,0
126,10050,625,2,1,0,0,0
1102,0,0,2,1,0,0,0
326,3850,425,2,1,0,0,0
126,5050,725,2,1,0,0,0
726,5850,425,2,1,1,1,0
276,6450,525,2,1,0,0,0
576,6150,625,2,0,1,1,0
76,7950,875,2,1,0,0,0
426,7150,775,0,1,1,1,0
576,4850,475,2,1,0,0,0
176,4050,425,2,1,0,0,0
76,6750,575,2,1,0,0,0
1102,6150,525,0,1,1,1,0
576,10350,875,2,1,1,0,0
276,11650,1375,2,1,0,0,0
626,6650,725,0,0,1,0,0
326,7050,1025,2,1,0,0,0
526,3850,475,2,1,1,0,0
826,4150,475,2,1,1,0,0
276,11850,725,2,1,0,0,0
176,8050,675,2,1,0,0,0
876,3950,375,2,0,0,1,a
26,8750,925,2,1,0,0,0
926,6850,925,2,1,0,0,0
76,6750,525,2,1,0,0,0
426,0,0,2,0,1,0,0
76,6550,1125,2,0,1,1,0
226,4350,425,0,0,0,1,0
176,11050,1025,2,1,0,0,0
776,8050,1725,2,1,0,0,0
76,7350,625,0,1,1,0,0
376,11550,2225,2,1,0,0,0
876,7150,775,2,1,0,0,0
526,8650,775,2,1,0,0,0
926,3950,475,2,1,0,0,0
526,8850,675,2,1,0,0,0
126,22150,875,2,1,1,0,0
0,7750,625,2,1,1,0,0
226,7450,775,2,1,0,0,0
76,8150,825,2,1,0,0,0
126,3250,2825,2,1,1,0,0
476,4850,425,2,0,1,0,0
626,4350,475,2,1,1,0,0
626,2750,375,0,1,1,1,0
976,7450,4375,2,1,0,0,0
176,7150,625,2,1,1,0,0
576,2750,1825,2,1,0,0,0
526,4750,525,2,1,0,0,0
326,2250,225,2,1,0,0,0
526,7050,825,2,1,0,0,0
76,6050,825,2,0,1,1,0
726,18850,475,2,1,0,0,0
126,7850,625,2,1,1,0,0
926,5850,575,0,0,0,1,0
576,6250,725,0,0,1,0,0
376,6950,675,2,1,0,0,0
676,7350,1925,2,1,0,0,0
776,7050,625,2,1,0,0,0
426,4250,1425,2,1,1,0,0
126,5050,525,2,1,0,0,0
376,0,0,2,1,1,0,0
776,5950,625,2,1,0,0,0
476,6050,475,2,1,1,1,0
676,4150,575,2,1,0,0,0
376,8250,1175,2,1,0,0,0
576,12450,475,2,1,0,0,0
676,8250,825,2,1,0,0,0
426,6050,675,0,0,1,0,0
576,9150,925,2,1,1,1,0
26,0,0,2,1,1,1,0
276,7450,675,0,0,0,1,0
976,0,0,2,1,0,0,0
476,2550,275,2,1,1,1,0
1026,5250,825,0,0,1,0,0
26,5250,425,0,0,0,1,0
726,8450,925,2,1,0,0,0
576,4250,575,2,1,0,0,0
426,0,0,2,1,0,0,0
326,6350,625,2,0,1,0,0
426,3750,3675,2,1,0,0,0
776,0,0,2,0,1,1,0
476,6450,0,2,1,1,1,0
226,4150,875,2,1,1,1,0
526,8550,675,2,1,0,0,0
726,21050,1025,2,1,1,0,0
526,14150,625,2,1,0,0,0
176,15150,325,2,1,0,0,0
126,3350,325,2,1,0,0,0
1102,0,0,2,1,0,0,0
676,8850,525,2,1,0,0,0
626,4250,475,2,1,0,0,0
76,6550,425,2,0,1,1,0
976,0,0,0,1,1,0,0
726,4750,475,2,0,1,0,0
1026,6450,475,2,1,0,0,0
926,10550,825,2,1,0,0,0
26,9150,625,2,1,0,0,0
426,0,0,2,1,1,1,0
726,5450,325,2,1,1,1,0
26,4850,625,2,1,0,0,0
526,11350,875,2,1,0,0,0
926,7650,875,0,1,0,0,0
276,11650,1375,2,1,0,0,0
1026,7450,775,2,1,0,0,0
676,2850,225,2,1,1,0,0
376,5450,475,2,1,0,0,0
76,6950,1025,2,1,0,0,0
726,0,0,2,0,1,0,0
926,6250,675,2,1,0,0,0
776,5150,425,2,1,1,1,0
76,8150,525,2,1,0,0,0
976,4950,425,2,1,1,0,0
476,8950,875,0,0,1,0,0
476,6450,0,2,1,1,1,0
376,14350,1025,2,1,1,1,0
1026,4350,425,0,1,1,1,0
326,4850,475,2,1,0,0,0
526,4750,525,2,1,0,0,0
76,0,0,2,1,0,0,0
926,7650,1025,0,1,1,1,0
176,0,0,2,1,0,0,0
426,4150,525,2,1,1,0,0
826,6350,675,0,1,1,1,0
626,8650,725,2,1,0,0,0
126,10450,725,2,1,0,0,0
626,7650,975,2,1,1,0,0
976,6150,625,2,1,1,0,0
1026,3150,525,0,1,1,1,0
626,3950,1125,2,1,0,0,0
676,2850,375,2,1,0,0,0
926,9150,925,0,0,1,0,0
376,6050,575,2,1,0,0,0
576,8950,675,2,1,0,0,0
1076,4650,425,2,1,0,0,0
476,8050,725,2,1,0,0,0
126,6550,725,2,1,0,0,0
176,4650,475,2,1,1,1,0
726,0,0,2,1,1,0,0
226,7250,525,2,1,0,0,0
876,5350,575,0,1,1,1,0
626,9850,1075,0,1,1,0,0
476,3450,375,2,1,0,0,0
876,10150,1075,0,0,1,0,0
526,6950,0,0,1,1,1,0
926,10750,775,2,1,0,0,0
876,11450,475,2,1,0,0,0
1076,13450,1275,0,1,1,1,0
1076,6850,725,2,1,1,0,0
876,9650,1275,0,0,0,1,0
1076,11850,875,2,0,1,0,0
1026,0,0,2,1,0,0,0
276,5950,525,2,1,0,0,0
176,4950,425,2,1,0,0,0
776,4450,425,2,1,1,0,0
976,9450,825,2,1,1,1,0
826,0,0,2,1,0,0,0
1076,5450,525,2,1,0,0,0
76,8850,525,2,1,0,0,0
376,5950,525,2,1,0,0,0
426,8450,875,2,1,0,0,0
1102,0,0,2,1,1,0,0
676,3350,525,2,1,1,1,0
476,10750,575,2,1,0,0,0
226,5250,475,2,1,0,0,0
376,14350,1025,2,1,1,1,0
576,5250,425,2,1,0,0,0
976,4150,1225,0,1,1,1,0
876,25850,725,2,1,0,0,0
526,6750,1725,2,1,0,0,0
26,10650,225,2,1,1,0,0
1076,13150,1025,2,1,0,0,0
976,3350,375,2,1,1,0,0
226,0,0,2,0,1,0,0
676,6950,625,2,1,1,1,0
576,6650,975,2,1,1,0,0
626,0,0,2,1,1,0,0
276,5050,975,2,1,1,1,0
476,4650,575,2,1,0,0,0
876,5650,525,2,1,0,0,0
976,6350,675,0,1,1,0,0
76,8850,625,2,1,1,0,0
376,8950,775,2,1,0,0,0
326,4450,475,2,1,0,0,0
576,5450,475,2,1,0,0,0
926,10950,1375,0,0,1,0,0
1076,5950,575,2,1,0,0,0
276,3750,425,2,0,0,1,a
276,13150,625,2,1,0,0,0
926,3950,525,0,0,0,1,0
326,10850,575,2,1,0,0,0
376,7150,525,2,1,0,0,0
476,10550,1225,2,1,1,0,0
476,10050,1025,2,0,1,1,0
726,6050,675,2,1,0,0,0
976,9950,975,2,1,0,0,0
476,6450,0,2,0,1,0,0
226,7150,575,2,1,0,0,0
76,4250,525,2,1,1,0,0
